item_id,category,region,date,stock_level,demand,supply,is_scarce,potentially_scarce,conversion_rate,experience_score,dispute_amount,win_amount,recouped_amount,tag_status,net_loss,spike_indicator,supply_demand_ratio
ITEM03084,Toys,East,2023-03-05,439,199,515,No,Yes,0.25,8,675.91,265.02,188.93,Reviewed,221.95999999999998,No,2.575
ITEM03085,Home Appliances,Central,2023-02-17,258,776,515,Yes,No,0.57,8,293.8,112.52,179.58,Resolved,1.700000000000017,No,0.6628056628056628
ITEM03086,Toys,South,2023-05-30,69,144,71,Yes,No,0.47,10,308.61,170.21,65.38,Reviewed,73.02000000000001,No,0.4896551724137931
ITEM03087,Toys,East,2023-06-07,432,556,445,No,No,0.77,10,265.71,187.73,215.22,Reviewed,-137.24,No,0.7989228007181328
ITEM03088,Electronics,South,2023-06-05,182,948,258,Yes,Yes,0.59,1,65.83,456.58,274.31,Escalated,-665.06,No,0.2718651211801897
ITEM03089,Electronics,East,2023-05-31,460,326,612,No,No,0.87,4,843.65,128.68,94.05,Reviewed,620.9200000000001,No,1.871559633027523
ITEM03090,Toys,West,2023-08-13,246,414,194,No,No,0.78,1,863.06,361.08,253.02,Flagged,248.95999999999995,No,0.4674698795180723
ITEM03091,Apparel,Central,2023-09-17,117,151,469,No,Yes,0.37,4,723.75,294.06,123.09,Resolved,306.6,No,3.085526315789474
ITEM03092,Toys,South,2023-09-13,30,245,398,Yes,No,0.77,7,927.74,85.92,286.47,Resolved,555.35,No,1.6178861788617886
ITEM03093,Toys,East,2023-03-02,464,380,354,No,No,0.8,10,631.33,134.15,119.55,Reviewed,377.63000000000005,No,0.9291338582677166
ITEM03094,Groceries,South,2023-12-18,148,222,833,No,Yes,0.88,7,639.63,141.98,231.71,Flagged,265.93999999999994,No,3.7354260089686098
ITEM03095,Groceries,East,2023-09-17,15,818,93,Yes,Yes,0.11,1,887.68,89.6,242.91,Flagged,555.17,No,0.11355311355311355
ITEM03096,Groceries,East,2023-11-17,272,570,156,Yes,Yes,0.8,10,208.54,392.24,213.38,Resolved,-397.08000000000004,No,0.2732049036777583
ITEM03097,Apparel,North,2023-06-11,351,996,199,Yes,Yes,0.16,2,435.47,156.62,114.74,Resolved,164.11,No,0.1995987963891675
ITEM03098,Apparel,North,2023-12-15,384,396,655,No,No,0.52,6,704.14,266.89,46.82,Flagged,390.43,No,1.649874055415617
ITEM03099,Toys,North,2023-01-31,367,713,313,No,No,0.43,6,268.66,368.4,30.02,Escalated,-129.75999999999996,No,0.438375350140056
ITEM03100,Groceries,South,2023-03-12,101,611,159,Yes,Yes,0.84,1,228.62,484.36,28.1,Reviewed,-283.84000000000003,No,0.25980392156862747
ITEM03101,Apparel,West,2023-01-02,71,885,67,Yes,Yes,0.42,4,898.27,455.09,230.85,Flagged,212.33,No,0.07562076749435666
ITEM03102,Electronics,East,2023-02-19,192,740,799,Yes,No,0.58,9,996.01,106.05,114.35,Reviewed,775.61,Yes,1.0782726045883941
ITEM03103,Toys,Central,2023-05-15,321,601,385,No,No,0.65,8,386.41,447.05,114.09,Flagged,-174.73,No,0.6395348837209303
ITEM03104,Home Appliances,North,2023-05-26,110,778,288,Yes,Yes,0.12,4,236.6,423.07,60.53,Resolved,-247.0,No,0.36970474967907574
ITEM03105,Toys,South,2023-06-28,292,301,935,No,Yes,0.57,3,404.46,14.96,64.36,Flagged,325.14,No,3.096026490066225
ITEM03106,Home Appliances,South,2023-09-21,407,514,773,No,No,0.51,8,303.85,442.3,114.26,Flagged,-252.70999999999998,No,1.5009708737864078
ITEM03107,Groceries,South,2023-11-07,346,713,792,Yes,No,0.58,9,821.76,267.22,63.62,Reviewed,490.91999999999996,No,1.1092436974789917
ITEM03108,Home Appliances,Central,2023-07-23,339,682,377,Yes,No,0.16,1,900.96,95.79,190.24,Resolved,614.9300000000001,No,0.5519765739385066
ITEM03109,Groceries,Central,2023-10-26,366,521,911,No,No,0.14,10,390.92,497.66,255.39,Resolved,-362.13,No,1.7452107279693487
ITEM03110,Electronics,North,2023-07-06,317,619,343,No,No,0.24,8,599.58,155.94,203.54,Escalated,240.10000000000005,No,0.5532258064516129
ITEM03111,Home Appliances,Central,2023-01-30,276,773,462,Yes,No,0.8,5,78.76,93.83,88.96,Escalated,-104.02999999999999,No,0.5968992248062015
ITEM03112,Toys,North,2023-02-28,105,172,510,No,Yes,0.39,3,462.19,86.5,96.66,Flagged,279.03,No,2.947976878612717
ITEM03113,Groceries,Central,2023-01-09,36,444,130,Yes,Yes,0.45,10,6.84,263.16,184.82,Resolved,-441.14000000000004,No,0.29213483146067415
ITEM03114,Toys,Central,2023-11-20,290,126,304,No,Yes,0.41,5,671.09,87.39,185.45,Reviewed,398.25000000000006,No,2.393700787401575
ITEM03115,Apparel,Central,2023-06-16,421,268,793,No,Yes,0.67,10,176.02,259.91,225.32,Reviewed,-309.21000000000004,No,2.9479553903345725
ITEM03116,Groceries,North,2023-12-03,180,874,412,Yes,No,0.31,4,878.04,368.61,280.84,Flagged,228.58999999999997,No,0.47085714285714286
ITEM03117,Home Appliances,East,2023-10-06,142,899,770,Yes,No,0.15,1,630.03,474.32,67.71,Escalated,87.99999999999999,No,0.8555555555555555
ITEM03118,Groceries,North,2023-07-10,113,684,506,Yes,No,0.4,8,928.13,183.8,87.05,Reviewed,657.28,No,0.7386861313868613
ITEM03119,Toys,East,2023-08-30,237,308,947,No,Yes,0.68,7,938.17,487.95,216.13,Reviewed,234.08999999999997,No,3.0647249190938513
ITEM03120,Electronics,South,2023-10-05,425,710,492,No,No,0.83,4,169.16,494.45,36.17,Reviewed,-361.46,No,0.6919831223628692
ITEM03121,Groceries,South,2023-06-03,93,979,859,Yes,No,0.14,4,513.17,294.01,72.47,Resolved,146.68999999999997,No,0.8765306122448979
ITEM03122,Home Appliances,North,2023-06-09,259,997,935,Yes,No,0.75,5,195.46,151.24,69.13,Reviewed,-24.909999999999997,No,0.93687374749499
ITEM03123,Apparel,East,2023-09-22,106,642,582,Yes,No,0.15,1,453.14,426.53,63.83,Reviewed,-37.219999999999985,No,0.9051321928460342
ITEM03124,Electronics,East,2023-08-23,243,947,287,Yes,Yes,0.36,4,450.09,26.62,211.41,Flagged,212.05999999999997,No,0.3027426160337553
ITEM03125,Apparel,East,2023-12-12,422,644,947,No,No,0.12,5,735.75,220.33,57.92,Resolved,457.49999999999994,No,1.468217054263566
ITEM03126,Groceries,South,2023-07-18,334,824,310,Yes,Yes,0.83,8,976.12,316.89,257.98,Reviewed,401.25,No,0.37575757575757573
ITEM03127,Toys,North,2023-02-02,22,756,322,Yes,No,0.67,1,628.97,490.66,168.56,Resolved,-30.25,No,0.42536327608982827
ITEM03128,Toys,West,2023-03-30,360,710,329,No,No,0.4,4,816.03,347.7,155.62,Flagged,312.71,No,0.46272855133614627
ITEM03129,Home Appliances,East,2023-04-05,270,921,953,Yes,No,0.4,10,403.66,115.57,116.46,Resolved,171.63000000000005,No,1.0336225596529285
ITEM03130,Toys,East,2023-08-09,473,409,975,No,Yes,0.61,10,72.82,426.74,70.52,Flagged,-424.44,No,2.3780487804878048
ITEM03131,Electronics,West,2023-03-10,139,279,995,Yes,Yes,0.17,7,514.67,328.86,48.1,Flagged,137.70999999999995,No,3.5535714285714284
ITEM03132,Toys,North,2023-10-21,465,746,199,No,Yes,0.22,5,903.93,432.23,59.0,Flagged,412.69999999999993,No,0.26639892904953144
ITEM03133,Home Appliances,East,2023-08-25,453,537,876,No,No,0.78,1,240.26,347.94,280.95,Flagged,-388.63,No,1.6282527881040891
ITEM03134,Groceries,North,2023-06-09,383,576,201,No,Yes,0.26,7,262.86,173.82,186.22,Flagged,-97.17999999999998,No,0.3483535528596187
ITEM03135,Groceries,East,2023-11-16,81,494,843,Yes,No,0.68,1,104.78,58.29,145.64,Reviewed,-99.14999999999998,No,1.7030303030303031
ITEM03136,Toys,Central,2023-11-24,376,801,622,Yes,No,0.28,2,996.82,345.88,7.68,Escalated,643.2600000000001,No,0.7755610972568578
ITEM03137,Apparel,East,2023-10-03,497,641,697,No,No,0.17,8,414.73,101.58,283.75,Escalated,29.400000000000034,No,1.0856697819314642
ITEM03138,Groceries,Central,2023-10-17,437,693,61,No,Yes,0.82,9,298.87,32.71,224.96,Escalated,41.20000000000002,No,0.08789625360230548
ITEM03139,Toys,North,2023-02-11,343,156,63,No,No,0.82,8,926.77,146.37,55.68,Reviewed,724.72,Yes,0.4012738853503185
ITEM03140,Home Appliances,East,2023-03-07,421,273,560,No,No,0.58,8,811.24,158.5,123.44,Flagged,529.3,No,2.0437956204379564
ITEM03141,Toys,South,2023-01-21,155,819,591,Yes,No,0.47,6,876.97,496.26,189.34,Escalated,191.37000000000003,No,0.7207317073170731
ITEM03142,Groceries,South,2023-12-01,334,425,916,No,No,0.54,7,950.41,281.73,52.67,Escalated,616.01,No,2.1502347417840375
ITEM03143,Home Appliances,West,2023-03-11,18,421,494,Yes,No,0.43,4,856.79,495.0,146.17,Reviewed,215.61999999999998,No,1.1706161137440758
ITEM03144,Toys,South,2023-09-18,68,282,367,Yes,No,0.71,5,985.65,386.22,213.24,Resolved,386.18999999999994,No,1.2968197879858658
ITEM03145,Electronics,Central,2023-09-03,447,334,848,No,Yes,0.7,2,639.35,247.23,44.7,Escalated,347.42,No,2.5313432835820895
ITEM03146,Home Appliances,South,2023-11-19,131,718,781,Yes,No,0.76,10,240.89,142.1,74.92,Flagged,23.86999999999999,No,1.0862308762169681
ITEM03147,Electronics,South,2023-08-23,255,285,287,No,No,0.52,4,167.13,112.1,147.76,Escalated,-92.72999999999999,No,1.0034965034965035
ITEM03148,Apparel,South,2023-09-29,208,365,588,No,No,0.74,7,602.27,117.15,209.18,Resolved,275.94,No,1.6065573770491803
ITEM03149,Home Appliances,East,2023-04-09,9,743,818,Yes,No,0.22,4,358.88,430.73,168.47,Resolved,-240.32000000000002,No,1.0994623655913978
ITEM03150,Electronics,West,2023-11-25,139,941,858,Yes,No,0.12,6,131.24,198.19,63.61,Escalated,-130.56,No,0.910828025477707
ITEM03151,Groceries,North,2023-02-04,452,428,703,No,No,0.62,8,797.26,225.57,247.05,Flagged,324.64000000000004,No,1.6386946386946386
ITEM03152,Groceries,West,2023-12-05,134,929,811,Yes,No,0.18,5,349.79,308.6,156.27,Reviewed,-115.08000000000001,No,0.8720430107526882
ITEM03153,Apparel,Central,2023-06-20,254,464,123,No,Yes,0.54,8,445.17,28.02,33.47,Reviewed,383.68000000000006,No,0.2645161290322581
ITEM03154,Home Appliances,East,2023-04-20,299,782,483,Yes,No,0.68,4,611.79,237.38,67.95,Flagged,306.46,No,0.6168582375478927
ITEM03155,Home Appliances,East,2023-10-22,406,909,347,Yes,Yes,0.43,2,401.99,7.99,290.45,Flagged,103.55000000000001,No,0.3813186813186813
ITEM03156,Home Appliances,South,2023-01-10,257,123,760,No,Yes,0.14,9,866.27,372.43,208.74,Resolved,285.09999999999997,No,6.129032258064516
ITEM03157,Apparel,South,2023-07-21,93,360,345,Yes,No,0.81,2,982.42,11.42,99.77,Reviewed,871.23,Yes,0.9556786703601108
ITEM03158,Home Appliances,Central,2023-09-14,371,454,63,No,Yes,0.13,7,385.27,352.54,73.01,Reviewed,-40.280000000000044,No,0.13846153846153847
ITEM03159,Groceries,East,2023-09-19,240,295,661,No,No,0.82,6,178.38,100.41,139.43,Resolved,-61.46000000000001,No,2.233108108108108
ITEM03160,Electronics,North,2023-06-30,236,710,652,Yes,No,0.14,2,278.12,406.27,48.19,Reviewed,-176.33999999999997,No,0.9170182841068917
ITEM03161,Groceries,West,2023-03-07,164,589,444,Yes,No,0.69,3,673.96,158.22,69.82,Reviewed,445.92,No,0.752542372881356
ITEM03162,Groceries,East,2023-10-21,324,987,240,Yes,Yes,0.84,7,82.28,452.26,208.9,Flagged,-578.88,No,0.242914979757085
ITEM03163,Electronics,North,2023-06-10,147,432,923,Yes,No,0.83,6,674.62,369.33,256.16,Resolved,49.129999999999995,No,2.131639722863741
ITEM03164,Groceries,North,2023-03-08,217,712,866,Yes,No,0.81,6,527.66,105.01,18.62,Flagged,404.03,No,1.214586255259467
ITEM03165,Apparel,West,2023-04-10,427,963,470,Yes,No,0.81,7,45.35,442.34,177.84,Reviewed,-574.8299999999999,No,0.487551867219917
ITEM03166,Electronics,North,2023-03-18,107,731,155,Yes,Yes,0.51,5,410.72,10.23,178.33,Flagged,222.16,No,0.21174863387978143
ITEM03167,Groceries,Central,2023-02-04,230,420,443,No,No,0.55,1,230.57,310.39,114.81,Flagged,-194.63,No,1.0522565320665083
ITEM03168,Toys,North,2023-02-14,69,546,487,Yes,No,0.6,5,130.2,420.64,235.38,Reviewed,-525.8199999999999,No,0.8903107861060329
ITEM03169,Groceries,Central,2023-05-30,220,476,56,Yes,Yes,0.82,9,940.9,64.75,149.9,Escalated,726.25,Yes,0.11740041928721175
ITEM03170,Apparel,North,2023-03-09,73,302,130,Yes,No,0.77,2,291.03,22.62,42.94,Escalated,225.46999999999997,No,0.429042904290429
ITEM03171,Home Appliances,South,2023-09-11,178,189,814,No,Yes,0.73,10,494.06,444.39,188.67,Escalated,-138.99999999999997,No,4.28421052631579
ITEM03172,Groceries,North,2023-01-17,79,806,701,Yes,No,0.64,3,612.04,148.21,180.11,Flagged,283.7199999999999,No,0.8686493184634448
ITEM03173,Home Appliances,Central,2023-09-18,353,276,534,No,No,0.59,2,628.96,332.61,297.92,Escalated,-1.5699999999999932,No,1.9277978339350181
ITEM03174,Toys,North,2023-08-01,158,726,406,Yes,No,0.84,5,381.4,418.8,65.81,Reviewed,-103.21000000000004,No,0.5584594222833562
ITEM03175,Groceries,North,2023-11-09,355,944,360,Yes,Yes,0.25,5,269.52,55.14,181.91,Escalated,32.47,No,0.38095238095238093
ITEM03176,Electronics,North,2023-09-13,168,131,981,No,Yes,0.25,5,564.89,188.72,171.67,Reviewed,204.49999999999997,No,7.431818181818182
ITEM03177,Home Appliances,Central,2023-08-04,313,979,555,Yes,No,0.89,6,794.67,363.46,97.12,Flagged,334.09,No,0.5663265306122449
ITEM03178,Toys,North,2023-12-17,388,826,568,Yes,No,0.54,3,894.99,38.36,229.31,Flagged,627.3199999999999,No,0.686819830713422
ITEM03179,Electronics,West,2023-10-13,160,919,713,Yes,No,0.49,8,591.49,374.2,111.61,Reviewed,105.68000000000002,No,0.775
ITEM03180,Electronics,West,2023-01-07,426,890,851,Yes,No,0.78,3,528.8,440.31,197.91,Escalated,-109.42000000000004,No,0.9551066217732884
ITEM03181,Electronics,Central,2023-07-18,402,342,687,No,No,0.78,2,965.91,397.41,118.6,Reviewed,449.9,No,2.002915451895044
ITEM03182,Electronics,South,2023-04-01,31,897,498,Yes,No,0.24,9,203.07,119.54,238.01,Reviewed,-154.48000000000002,No,0.5545657015590201
ITEM03183,Groceries,West,2023-05-27,120,169,334,No,No,0.24,6,16.82,419.31,299.37,Resolved,-701.86,No,1.964705882352941
ITEM03184,Groceries,East,2023-05-30,214,170,331,No,No,0.74,7,492.52,345.05,206.47,Reviewed,-59.00000000000003,No,1.935672514619883
ITEM03185,Groceries,West,2023-02-21,2,722,123,Yes,Yes,0.73,1,57.93,373.59,234.58,Resolved,-550.24,No,0.17012448132780084
ITEM03186,Toys,East,2023-08-31,384,257,94,No,Yes,0.28,3,59.19,373.78,17.22,Reviewed,-331.80999999999995,No,0.3643410852713178
ITEM03187,Toys,Central,2023-08-07,227,648,578,Yes,No,0.77,7,32.93,224.96,267.7,Escalated,-459.73,No,0.8906009244992296
ITEM03188,Toys,South,2023-01-06,424,915,794,Yes,No,0.48,8,618.32,450.54,249.91,Reviewed,-82.12999999999997,No,0.8668122270742358
ITEM03189,Apparel,East,2023-04-19,475,425,725,No,No,0.48,2,625.79,61.96,41.59,Reviewed,522.2399999999999,No,1.7018779342723005
ITEM03190,Toys,East,2023-12-17,47,134,506,Yes,Yes,0.89,5,255.68,479.36,185.11,Escalated,-408.79,No,3.748148148148148
ITEM03191,Groceries,West,2023-03-07,166,579,624,Yes,No,0.52,5,449.81,3.36,259.32,Escalated,187.13,No,1.0758620689655172
ITEM03192,Groceries,East,2023-01-10,388,559,456,No,No,0.21,9,418.85,384.14,188.83,Reviewed,-154.11999999999998,No,0.8142857142857143
ITEM03193,Apparel,Central,2023-07-21,332,935,142,Yes,Yes,0.32,3,492.95,93.07,264.7,Resolved,135.18,No,0.1517094017094017
ITEM03194,Apparel,Central,2023-10-09,10,515,371,Yes,No,0.37,5,199.51,32.29,213.12,Resolved,-45.900000000000006,No,0.7189922480620154
ITEM03195,Toys,Central,2023-08-02,237,670,515,Yes,No,0.87,8,812.74,249.64,131.94,Reviewed,431.16,No,0.767511177347243
ITEM03196,Home Appliances,West,2023-03-09,277,985,653,Yes,No,0.31,3,288.18,256.88,287.23,Escalated,-255.93,No,0.6622718052738337
ITEM03197,Apparel,South,2023-09-04,240,518,934,Yes,No,0.44,6,326.72,334.35,276.78,Escalated,-284.40999999999997,No,1.7996146435452793
ITEM03198,Electronics,West,2023-12-20,470,610,603,No,No,0.7,9,650.67,297.26,19.88,Resolved,333.53,No,0.9869067103109657
ITEM03199,Groceries,Central,2023-11-23,191,467,802,Yes,No,0.32,10,981.54,15.63,48.17,Reviewed,917.74,Yes,1.7136752136752136
ITEM03200,Electronics,West,2023-02-19,11,986,376,Yes,Yes,0.66,4,204.41,102.19,173.77,Flagged,-71.55000000000001,No,0.38095238095238093
ITEM03201,Groceries,Central,2023-01-17,52,982,816,Yes,No,0.27,7,357.89,358.0,185.62,Flagged,-185.73000000000002,No,0.8301119023397762
ITEM03202,Groceries,North,2023-01-11,54,306,892,Yes,Yes,0.29,8,374.28,471.21,269.84,Flagged,-366.77,No,2.9055374592833876
ITEM03203,Apparel,North,2023-11-05,308,460,632,No,No,0.89,6,529.2,383.04,46.5,Flagged,99.66000000000003,No,1.3709327548806942
ITEM03204,Apparel,East,2023-11-02,20,535,860,Yes,No,0.4,1,835.08,492.81,113.51,Escalated,228.76000000000005,No,1.6044776119402986
ITEM03205,Electronics,South,2023-05-04,18,677,777,Yes,No,0.68,6,725.58,62.14,293.31,Flagged,370.13000000000005,No,1.1460176991150441
ITEM03206,Groceries,North,2023-08-13,452,873,872,No,No,0.77,4,205.41,479.23,258.04,Reviewed,-531.8600000000001,No,0.9977116704805492
ITEM03207,Electronics,Central,2023-09-01,343,369,617,No,No,0.38,3,712.74,187.01,272.57,Resolved,253.16000000000003,No,1.6675675675675676
ITEM03208,Home Appliances,West,2023-11-14,349,332,640,No,No,0.39,3,126.06,280.2,9.48,Resolved,-163.61999999999998,No,1.921921921921922
ITEM03209,Electronics,West,2023-11-28,455,768,464,No,No,0.72,3,191.78,488.22,66.02,Escalated,-362.46000000000004,No,0.6033810143042913
ITEM03210,Toys,East,2023-12-12,321,205,548,No,Yes,0.59,1,393.76,223.77,138.96,Escalated,31.029999999999973,No,2.6601941747572817
ITEM03211,Electronics,West,2023-01-29,314,765,900,Yes,No,0.39,10,344.79,157.34,262.12,Flagged,-74.66999999999999,No,1.174934725848564
ITEM03212,Toys,North,2023-12-24,432,117,489,No,Yes,0.7,10,869.77,395.38,133.89,Flagged,340.5,No,4.1440677966101696
ITEM03213,Toys,West,2023-12-23,481,594,682,No,No,0.79,1,997.01,352.37,48.2,Reviewed,596.4399999999999,No,1.146218487394958
ITEM03214,Toys,North,2023-12-31,58,359,763,Yes,No,0.29,2,203.1,10.92,183.97,Resolved,8.210000000000008,No,2.1194444444444445
ITEM03215,Home Appliances,North,2023-10-12,150,584,481,Yes,No,0.12,5,657.42,242.57,268.09,Reviewed,146.76,No,0.8222222222222222
ITEM03216,Electronics,South,2023-02-28,258,412,997,No,Yes,0.32,7,582.45,461.59,20.4,Resolved,100.46000000000006,No,2.414043583535109
ITEM03217,Electronics,East,2023-05-23,439,730,377,No,No,0.64,5,769.31,273.55,148.69,Escalated,347.06999999999994,No,0.5157318741450069
ITEM03218,Home Appliances,Central,2023-11-22,371,920,306,Yes,Yes,0.83,3,699.68,306.73,294.04,Escalated,98.90999999999991,No,0.3322475570032573
ITEM03219,Groceries,North,2023-12-18,57,201,691,Yes,Yes,0.79,5,275.5,243.91,22.74,Resolved,8.850000000000005,No,3.4207920792079207
ITEM03220,Apparel,East,2023-10-27,215,636,910,Yes,No,0.28,6,840.77,292.99,120.82,Reviewed,426.96,No,1.4285714285714286
ITEM03221,Electronics,Central,2023-08-14,61,279,603,Yes,No,0.8,4,478.84,147.88,65.6,Flagged,265.36,No,2.1535714285714285
ITEM03222,Apparel,West,2023-06-13,145,609,123,Yes,Yes,0.75,4,932.94,101.63,35.11,Resolved,796.2,Yes,0.20163934426229507
ITEM03223,Home Appliances,East,2023-03-25,444,576,283,No,No,0.69,1,560.31,196.09,217.1,Flagged,147.11999999999992,No,0.4904679376083189
ITEM03224,Groceries,East,2023-11-09,381,773,570,Yes,No,0.65,7,290.81,116.15,19.11,Resolved,155.55,No,0.7364341085271318
ITEM03225,Groceries,East,2023-04-27,238,499,931,Yes,No,0.75,8,896.19,455.32,274.32,Resolved,166.55000000000007,No,1.862
ITEM03226,Groceries,West,2023-11-16,292,449,592,No,No,0.79,4,826.25,74.3,285.13,Reviewed,466.82000000000005,No,1.3155555555555556
ITEM03227,Home Appliances,West,2023-07-23,181,314,657,No,No,0.76,6,946.94,120.01,174.29,Flagged,652.6400000000001,No,2.085714285714286
ITEM03228,Toys,East,2023-12-21,368,482,307,No,No,0.2,6,893.54,394.67,186.01,Resolved,312.85999999999996,No,0.6356107660455487
ITEM03229,Toys,South,2023-10-21,94,223,841,Yes,Yes,0.68,1,245.2,51.01,272.49,Flagged,-78.30000000000001,No,3.7544642857142856
ITEM03230,Apparel,North,2023-05-25,77,391,278,Yes,No,0.77,10,815.31,398.43,171.6,Flagged,245.27999999999994,No,0.7091836734693877
ITEM03231,Toys,West,2023-01-27,448,767,294,No,Yes,0.25,4,594.19,289.14,62.47,Escalated,242.58000000000007,No,0.3828125
ITEM03232,Toys,South,2023-01-17,141,804,476,Yes,No,0.27,6,403.32,230.28,107.6,Reviewed,65.44,No,0.591304347826087
ITEM03233,Groceries,West,2023-03-04,104,427,759,Yes,No,0.73,9,7.63,435.3,146.74,Reviewed,-574.4100000000001,No,1.7733644859813085
ITEM03234,Groceries,East,2023-09-24,260,664,505,Yes,No,0.38,4,697.62,199.34,211.93,Flagged,286.34999999999997,No,0.7593984962406015
ITEM03235,Apparel,South,2023-03-05,94,781,793,Yes,No,0.42,9,853.89,136.74,139.66,Reviewed,577.49,No,1.014066496163683
ITEM03236,Electronics,Central,2023-02-08,222,946,522,Yes,No,0.4,4,604.17,271.51,284.27,Reviewed,48.389999999999986,No,0.5512143611404435
ITEM03237,Apparel,North,2023-05-10,477,197,860,No,Yes,0.27,7,310.72,278.88,179.08,Escalated,-147.23999999999998,No,4.343434343434343
ITEM03238,Apparel,North,2023-04-25,483,758,612,No,No,0.85,7,57.64,61.42,162.46,Reviewed,-166.24,No,0.8063241106719368
ITEM03239,Home Appliances,West,2023-02-14,189,399,778,Yes,No,0.74,8,658.98,392.66,232.7,Reviewed,33.620000000000005,No,1.945
ITEM03240,Home Appliances,North,2023-08-04,128,129,223,No,No,0.3,7,403.73,187.1,61.77,Resolved,154.86,No,1.7153846153846153
ITEM03241,Apparel,Central,2023-03-29,318,173,124,No,No,0.18,6,496.86,63.04,152.36,Resolved,281.46,No,0.7126436781609196
ITEM03242,Apparel,South,2023-12-02,194,271,148,No,No,0.4,3,564.29,49.72,5.12,Resolved,509.44999999999993,No,0.5441176470588235
ITEM03243,Apparel,South,2023-06-26,19,984,562,Yes,No,0.43,10,768.57,282.59,132.47,Resolved,353.5100000000001,No,0.5705583756345177
ITEM03244,Toys,East,2023-09-22,298,183,173,No,No,0.11,7,536.79,186.9,45.9,Reviewed,303.99,No,0.9402173913043478
ITEM03245,Home Appliances,South,2023-04-15,239,684,166,Yes,Yes,0.81,6,526.0,158.67,239.64,Flagged,127.69000000000005,No,0.24233576642335766
ITEM03246,Apparel,West,2023-11-30,234,843,392,Yes,No,0.78,10,481.26,229.97,113.27,Resolved,138.01999999999998,No,0.46445497630331756
ITEM03247,Groceries,Central,2023-10-28,84,389,756,Yes,No,0.78,8,427.65,396.16,140.41,Resolved,-108.92000000000004,No,1.9384615384615385
ITEM03248,Groceries,East,2023-06-20,93,738,282,Yes,Yes,0.74,4,623.01,85.25,9.61,Flagged,528.15,No,0.38159675236806495
ITEM03249,Toys,West,2023-04-18,41,184,178,Yes,No,0.69,7,24.4,59.34,10.05,Flagged,-44.99000000000001,No,0.9621621621621622
ITEM03250,Toys,West,2023-12-21,363,353,423,No,No,0.61,7,723.21,435.46,78.54,Flagged,209.21000000000004,No,1.194915254237288
ITEM03251,Electronics,West,2023-06-10,349,763,624,Yes,No,0.87,3,314.67,405.69,209.93,Escalated,-300.95,No,0.8167539267015707
ITEM03252,Electronics,North,2023-10-10,452,923,285,Yes,Yes,0.67,8,372.64,81.77,226.49,Flagged,64.38,No,0.30844155844155846
ITEM03253,Electronics,West,2023-02-09,73,618,893,Yes,No,0.6,10,614.22,279.28,298.0,Reviewed,36.940000000000055,No,1.44264943457189
ITEM03254,Toys,North,2023-01-26,471,551,791,No,No,0.73,2,247.38,271.86,234.99,Reviewed,-259.47,No,1.4329710144927537
ITEM03255,Toys,South,2023-03-24,364,406,239,No,No,0.3,3,658.78,387.07,193.77,Escalated,77.93999999999997,No,0.5872235872235873
ITEM03256,Toys,North,2023-06-22,114,747,750,Yes,No,0.87,1,127.69,164.6,210.32,Resolved,-247.23,No,1.0026737967914439
ITEM03257,Groceries,West,2023-06-22,422,283,217,No,No,0.12,2,649.48,32.06,120.22,Flagged,497.20000000000005,No,0.7640845070422535
ITEM03258,Toys,Central,2023-10-09,189,413,656,Yes,No,0.62,1,717.25,93.44,289.47,Resolved,334.3399999999999,No,1.5845410628019323
ITEM03259,Groceries,Central,2023-03-11,431,440,718,No,No,0.16,6,699.55,105.98,185.19,Reviewed,408.37999999999994,No,1.6281179138321995
ITEM03260,Electronics,South,2023-11-19,124,326,340,Yes,No,0.78,5,774.18,232.55,5.68,Escalated,535.9499999999999,No,1.039755351681957
ITEM03261,Electronics,West,2023-01-06,5,936,909,Yes,No,0.87,6,516.88,251.76,104.45,Escalated,160.67000000000002,No,0.9701173959445037
ITEM03262,Electronics,North,2023-10-11,457,855,390,No,No,0.43,3,864.77,102.59,42.32,Resolved,719.8599999999999,Yes,0.45560747663551404
ITEM03263,Apparel,Central,2023-07-14,378,363,444,No,No,0.79,7,233.55,159.39,70.69,Resolved,3.4700000000000273,No,1.2197802197802199
ITEM03264,Apparel,East,2023-01-13,41,549,523,Yes,No,0.37,4,383.34,392.08,169.76,Flagged,-178.5,No,0.9509090909090909
ITEM03265,Home Appliances,West,2023-03-04,57,350,188,Yes,No,0.23,1,956.5,21.67,131.92,Escalated,802.9100000000001,Yes,0.5356125356125356
ITEM03266,Home Appliances,West,2023-01-13,426,507,240,No,No,0.32,3,788.94,371.65,135.27,Reviewed,282.0200000000001,No,0.47244094488188976
ITEM03267,Home Appliances,East,2023-09-06,9,269,617,Yes,No,0.34,5,742.62,488.89,129.35,Escalated,124.38000000000002,No,2.285185185185185
ITEM03268,Apparel,Central,2023-07-24,88,665,568,Yes,No,0.6,7,711.21,380.76,59.92,Reviewed,270.53000000000003,No,0.8528528528528528
ITEM03269,Apparel,East,2023-09-10,333,231,100,No,No,0.74,9,110.49,465.94,31.99,Resolved,-387.44,No,0.43103448275862066
ITEM03270,Home Appliances,South,2023-02-09,110,926,600,Yes,No,0.26,5,950.64,131.62,130.13,Resolved,688.89,No,0.6472491909385113
